# Simulation report. 
# Date: 1400/03/05 00:13:48
WorldTime,FullStateCount,StatesWithNoTarget,AgentsWithNoTargetState,AllInTargetAgents,InTargetAgentsInThisTime,UpdatedNextStatesOfAgents,SuccessTravelToGoToNeighbor,FailedTravelToGoToNeighbor,RandomTravelToNeighbors,AgentsInPitfall,TotalTravelToNeighbor
0,0,2,0,0,44,200,50,0,150,0,200
1,0,2,0,44,31,150,54,0,96,6,150
2,0,2,0,75,26,118,41,0,77,7,118
3,0,2,0,101,9,89,28,0,62,9,90
4,0,2,0,110,9,78,19,0,60,11,79
5,0,2,0,119,5,66,16,0,50,15,66
6,0,2,0,124,4,56,12,0,44,20,56
7,0,2,0,128,5,49,9,0,41,22,50
8,0,2,0,133,5,42,6,0,36,25,42
9,0,2,0,138,2,34,8,0,26,28,34
10,0,2,0,140,2,31,3,0,28,29,31
11,0,2,0,142,2,29,5,0,24,29,29
12,0,2,0,144,1,27,5,0,22,29,27
13,0,2,0,145,2,26,7,0,19,29,26
14,0,2,0,147,1,23,2,0,21,30,23
15,0,2,0,148,1,22,4,0,18,30,22
16,0,2,0,149,0,21,3,0,18,30,21
17,0,2,0,149,0,21,7,0,14,30,21
18,0,2,0,149,3,21,3,0,18,30,21
19,0,2,0,152,1,17,1,0,16,31,17
20,0,2,0,153,0,16,2,0,14,31,16
21,0,2,0,153,1,15,2,0,13,32,15
22,0,2,0,154,0,13,3,0,10,33,13
23,0,2,0,154,0,12,5,0,7,34,12
24,0,2,0,154,0,12,1,0,11,34,12
25,0,2,0,154,0,12,5,0,7,34,12
26,0,2,0,154,0,11,1,0,10,35,11
27,0,2,0,154,0,10,2,0,8,36,10
28,0,2,0,154,0,9,3,0,6,37,9
29,0,2,0,154,0,8,2,0,6,38,8
30,0,2,0,154,0,8,1,0,7,38,8
31,0,2,0,154,1,8,2,0,6,38,8
32,0,2,0,155,1,7,1,0,6,38,7
33,0,2,0,156,0,6,2,0,4,38,6
34,0,2,0,156,0,5,0,0,5,39,5
35,0,2,0,156,0,4,0,0,4,40,4
