# Simulation report. 
# Date: 1400/03/05 00:02:55
WorldTime,FullStateCount,StatesWithNoTarget,AgentsWithNoTargetState,AllInTargetAgents,InTargetAgentsInThisTime,UpdatedNextStatesOfAgents,SuccessTravelToGoToNeighbor,FailedTravelToGoToNeighbor,RandomTravelToNeighbors,AgentsInPitfall,TotalTravelToNeighbor
0,0,2,0,0,43,200,50,0,150,0,200
1,0,2,0,43,35,146,50,0,96,11,146
2,0,2,0,78,20,105,44,0,63,15,107
3,0,2,0,98,17,87,26,0,61,15,87
4,0,2,0,115,1,61,17,0,46,22,63
5,0,2,0,116,6,60,16,0,44,24,60
6,0,2,0,122,4,51,12,0,40,26,52
7,0,2,0,126,4,46,8,0,39,27,47
8,0,2,0,130,2,41,3,0,38,29,41
9,0,2,0,132,4,37,7,0,30,31,37
10,0,2,0,136,1,31,1,0,30,33,31
11,0,2,0,137,2,28,3,0,25,35,28
12,0,2,0,139,2,24,4,0,20,37,24
13,0,2,0,141,0,20,4,0,16,39,20
14,0,2,0,141,2,20,1,0,19,39,20
15,0,2,0,143,1,17,6,0,11,40,17
16,0,2,0,144,2,15,2,0,13,41,15
17,0,2,0,146,1,12,0,0,12,42,12
18,0,2,0,147,1,11,2,0,9,42,11
19,0,2,0,148,0,10,2,0,8,42,10
20,0,2,0,148,0,10,6,0,4,42,10
21,0,2,0,148,0,10,1,0,9,42,10
22,0,2,0,148,0,9,1,0,8,43,9
23,0,2,0,148,0,9,3,0,6,43,9
24,0,2,0,148,1,9,2,0,7,43,9
25,0,2,0,149,0,7,2,0,5,44,7
26,0,2,0,149,0,6,1,0,5,45,6
27,0,2,0,149,1,6,1,0,5,45,6
28,0,2,0,150,0,5,1,0,4,45,5
29,0,2,0,150,0,5,0,0,5,45,5
30,0,2,0,150,0,5,1,0,4,45,5
31,0,2,0,150,0,5,2,0,3,45,5
32,0,2,0,150,1,5,0,0,5,45,5
33,0,2,0,151,0,3,2,0,1,46,3
34,0,2,0,151,0,3,0,0,3,46,3
35,0,2,0,151,0,3,1,0,2,46,3
36,0,2,0,151,0,3,1,0,2,46,3
37,0,2,0,151,0,3,1,0,2,46,3
38,0,2,0,151,0,3,0,0,3,46,3
39,0,2,0,151,0,3,1,0,2,46,3
40,0,2,0,151,0,2,0,0,2,47,2
41,0,2,0,151,0,2,1,0,1,47,2
42,0,2,0,151,1,2,0,0,2,47,2
43,0,2,0,152,0,1,0,0,1,47,1
44,0,2,0,152,0,0,0,0,0,48,0
45,0,2,0,152,0,0,0,0,0,48,0
