# Simulation report. 
# Date: 1400/03/05 01:41:36
WorldTime,FullStateCount,StatesWithNoTarget,AgentsWithNoTargetState,AllInTargetAgents,InTargetAgentsInThisTime,UpdatedNextStatesOfAgents,SuccessTravelToGoToNeighbor,FailedTravelToGoToNeighbor,RandomTravelToNeighbors,AgentsInPitfall,TotalTravelToNeighbor
0,0,1,0,2,35,498,53,0,445,0,498
1,0,1,0,37,46,455,64,0,391,8,455
2,0,1,0,83,40,401,55,0,347,15,402
3,0,1,0,123,31,352,51,0,303,23,354
4,0,1,0,154,27,309,40,0,272,34,312
5,0,1,0,181,22,280,30,0,250,39,280
6,0,1,0,203,14,249,25,0,226,46,251
7,0,1,0,217,12,233,16,0,217,50,233
8,1,1,0,229,8,212,21,0,191,59,212
9,1,1,0,237,9,199,18,0,182,63,200
10,1,1,0,246,11,191,15,0,176,63,191
11,1,1,0,257,6,180,11,0,169,63,180
12,1,1,0,263,10,173,15,0,159,63,174
13,1,1,0,273,5,164,18,0,146,63,164
14,1,1,0,278,5,159,16,0,143,63,159
15,1,1,0,283,7,153,16,0,138,63,154
16,1,1,0,290,5,147,9,0,138,63,147
17,1,1,0,295,4,142,8,0,134,63,142
18,1,1,0,299,1,138,6,0,132,63,138
19,1,1,0,300,4,137,8,0,129,63,137
20,1,1,0,304,3,133,8,0,125,63,133
21,1,1,0,307,2,130,11,0,119,63,130
22,1,1,0,309,2,128,16,0,112,63,128
23,1,1,0,311,3,126,6,0,120,63,126
24,1,1,0,314,2,123,6,0,117,63,123
25,1,1,0,316,1,121,5,0,116,63,121
26,1,1,0,317,3,120,2,0,118,63,120
27,1,1,0,320,2,117,7,0,110,63,117
28,1,1,0,322,2,115,4,0,111,63,115
29,1,1,0,324,2,113,2,0,111,63,113
30,1,1,0,326,1,111,4,0,107,63,111
31,1,1,0,327,1,110,6,0,104,63,110
32,1,1,0,328,3,109,13,0,96,63,109
33,1,1,0,331,5,106,4,0,102,63,106
34,1,1,0,336,0,101,3,0,98,63,101
35,1,1,0,336,0,100,1,0,100,63,101
36,1,1,0,336,1,101,4,0,97,63,101
37,1,1,0,337,1,100,5,0,95,63,100
38,1,1,0,338,3,99,3,0,96,63,99
39,1,1,0,341,1,96,1,0,95,63,96
40,1,1,0,342,0,95,4,0,91,63,95
41,1,1,0,342,0,95,1,0,94,63,95
42,1,1,0,342,2,95,2,0,93,63,95
43,1,1,0,344,1,93,3,0,90,63,93
44,1,1,0,345,2,92,3,0,89,63,92
45,1,1,0,347,2,90,2,0,88,63,90
46,1,1,0,349,1,88,4,0,84,63,88
47,1,1,0,350,0,87,1,0,86,63,87
48,1,1,0,350,0,87,2,0,85,63,87
49,1,1,0,350,1,87,3,0,84,63,87
50,1,1,0,351,2,86,3,0,83,63,86
51,1,1,0,353,1,84,4,0,80,63,84
52,1,1,0,354,2,83,7,0,76,63,83
