# Simulation report. 
# Date: 1400/02/31 13:10:46WorldTime,FullStateCount,StatesWithNoTarget,AgentsWithNoTargetState,AllInTargetAgents,InTargetAgentsInThisTime,UpdatedNextStatesOfAgents,SuccessTravelToGoToNeighbor,FailedTravelToGoToNeighbor,RandomTravelToNeighbors,TotalTravelToNeighbor0,0,0,0,6,60,994,62,0,932,994,1,0,0,0,66,65,934,70,0,864,934,2,0,0,0,131,62,869,75,0,794,869,3,0,0,0,193,63,806,79,0,728,807,4,0,0,0,256,66,744,73,0,671,744,5,0,0,0,322,34,678,43,0,635,678,6,0,0,0,356,46,644,57,0,587,644,7,0,0,0,402,58,597,66,0,532,598,8,0,0,0,460,27,540,34,0,506,540,
