# Simulation report. 
# Date: 1400/03/05 00:54:51
WorldTime,FullStateCount,StatesWithNoTarget,AgentsWithNoTargetState,AllInTargetAgents,InTargetAgentsInThisTime,UpdatedNextStatesOfAgents,SuccessTravelToGoToNeighbor,FailedTravelToGoToNeighbor,RandomTravelToNeighbors,AgentsInPitfall,TotalTravelToNeighbor
0,0,2,0,0,45,200,50,0,150,0,200
1,0,2,0,45,23,150,43,0,107,5,150
2,0,2,0,68,23,113,33,0,82,17,115
3,0,2,0,91,15,87,26,0,62,21,88
4,0,2,0,106,12,68,18,0,52,24,70
5,0,2,0,118,5,57,14,0,43,25,57
6,0,2,0,123,6,52,10,0,42,25,52
7,0,2,0,129,1,44,8,0,36,27,44
8,0,2,0,130,1,41,7,0,34,29,41
9,0,2,0,131,1,37,6,0,31,32,37
10,0,2,0,132,2,36,6,0,30,32,36
11,0,2,0,134,1,33,8,0,25,33,33
12,0,2,0,135,3,30,7,0,24,34,31
13,0,2,0,138,1,26,6,0,20,36,26
14,0,2,0,139,3,24,5,0,19,37,24
15,0,2,0,142,0,21,3,0,18,37,21
16,0,2,0,142,2,19,1,0,18,39,19
17,0,2,0,144,0,16,2,0,14,40,16
18,0,2,0,144,0,16,1,0,15,40,16
19,0,2,0,144,0,14,2,0,12,42,14
20,0,2,0,144,0,14,3,0,11,42,14
21,0,2,0,144,0,13,2,0,11,43,13
22,0,2,0,144,0,13,5,0,8,43,13
23,0,2,0,144,0,13,1,0,12,43,13
24,0,2,0,144,0,13,4,0,9,43,13
25,0,2,0,144,0,13,2,0,11,43,13
26,0,2,0,144,0,13,2,0,11,43,13
27,0,2,0,144,0,13,3,0,10,43,13
28,0,2,0,144,0,12,3,0,9,44,12
29,0,2,0,144,0,10,3,0,7,46,10
30,0,2,0,144,0,8,0,0,8,48,8
31,0,2,0,144,1,8,2,0,6,48,8
32,0,2,0,145,0,7,0,0,7,48,7
33,0,2,0,145,0,7,0,0,7,48,7
34,0,2,0,145,0,7,1,0,6,48,7
35,0,2,0,145,0,7,0,0,7,48,7
36,0,2,0,145,0,7,3,0,4,48,7
37,0,2,0,145,0,7,0,0,7,48,7
38,0,2,0,145,0,7,0,0,7,48,7
39,0,2,0,145,0,6,2,0,4,49,6
40,0,2,0,145,1,6,1,0,5,49,6
41,0,2,0,146,0,5,1,0,4,49,5
42,0,2,0,146,0,5,1,0,4,49,5
43,0,2,0,146,0,4,1,0,3,50,4
44,0,2,0,146,0,4,0,0,4,50,4
45,0,2,0,146,0,4,1,0,3,50,4
46,0,2,0,146,0,3,1,0,2,51,3
47,0,2,0,146,0,3,0,0,3,51,3
48,0,2,0,146,0,3,1,0,2,51,3
49,0,2,0,146,0,3,1,0,2,51,3
50,0,2,0,146,0,3,1,0,2,51,3
51,0,2,0,146,0,3,1,0,2,51,3
52,0,2,0,146,0,3,0,0,3,51,3
53,0,2,0,146,0,3,0,0,3,51,3
54,0,2,0,146,0,2,2,0,0,52,2
55,0,2,0,146,0,2,0,0,2,52,2
56,0,2,0,146,0,2,0,0,2,52,2
57,0,2,0,146,0,2,0,0,2,52,2
58,0,2,0,146,0,2,0,0,2,52,2
59,0,2,0,146,0,2,0,0,2,52,2
60,0,2,0,146,0,2,0,0,2,52,2
61,0,2,0,146,0,2,0,0,2,52,2
62,0,2,0,146,0,2,0,0,2,52,2
63,0,2,0,146,0,2,0,0,2,52,2
64,0,2,0,146,0,2,0,0,2,52,2
65,0,2,0,146,0,2,0,0,2,52,2
66,0,2,0,146,0,1,0,0,1,53,1
67,0,2,0,146,0,1,1,0,0,53,1
68,0,2,0,146,0,1,0,0,1,53,1
69,0,2,0,146,0,1,0,0,1,53,1
70,0,2,0,146,0,1,0,0,1,53,1
71,0,2,0,146,0,1,0,0,1,53,1
72,0,2,0,146,0,1,0,0,1,53,1
73,0,2,0,146,0,1,1,0,0,53,1
74,0,2,0,146,0,1,0,0,1,53,1
75,0,2,0,146,0,1,0,0,1,53,1
76,0,2,0,146,0,1,0,0,1,53,1
77,0,2,0,146,0,1,1,0,0,53,1
78,0,2,0,146,0,1,0,0,1,53,1
79,0,2,0,146,0,1,1,0,0,53,1
80,0,2,0,146,0,1,0,0,1,53,1
81,0,2,0,146,0,1,0,0,1,53,1
82,0,2,0,146,0,1,0,0,1,53,1
83,0,2,0,146,0,1,0,0,1,53,1
84,0,2,0,146,0,0,0,0,0,54,0
85,0,2,0,146,0,0,0,0,0,54,0
86,0,2,0,146,0,0,0,0,0,54,0
87,0,2,0,146,0,0,0,0,0,54,0
88,0,2,0,146,0,0,0,0,0,54,0
89,0,2,0,146,0,0,0,0,0,54,0
90,0,2,0,146,0,0,0,0,0,54,0
91,0,2,0,146,0,0,0,0,0,54,0
92,0,2,0,146,0,0,0,0,0,54,0
93,0,2,0,146,0,0,0,0,0,54,0
94,0,2,0,146,0,0,0,0,0,54,0
95,0,2,0,146,0,0,0,0,0,54,0
96,0,2,0,146,0,0,0,0,0,54,0
97,0,2,0,146,0,0,0,0,0,54,0
98,0,2,0,146,0,0,0,0,0,54,0
99,0,2,0,146,0,0,0,0,0,54,0
100,0,2,0,146,0,0,0,0,0,54,0
101,0,2,0,146,0,0,0,0,0,54,0
102,0,2,0,146,0,0,0,0,0,54,0
103,0,2,0,146,0,0,0,0,0,54,0
104,0,2,0,146,0,0,0,0,0,54,0
105,0,2,0,146,0,0,0,0,0,54,0
106,0,2,0,146,0,0,0,0,0,54,0
107,0,2,0,146,0,0,0,0,0,54,0
108,0,2,0,146,0,0,0,0,0,54,0
109,0,2,0,146,0,0,0,0,0,54,0
110,0,2,0,146,0,0,0,0,0,54,0
111,0,2,0,146,0,0,0,0,0,54,0
112,0,2,0,146,0,0,0,0,0,54,0
113,0,2,0,146,0,0,0,0,0,54,0
114,0,2,0,146,0,0,0,0,0,54,0
115,0,2,0,146,0,0,0,0,0,54,0
116,0,2,0,146,0,0,0,0,0,54,0
117,0,2,0,146,0,0,0,0,0,54,0
118,0,2,0,146,0,0,0,0,0,54,0
119,0,2,0,146,0,0,0,0,0,54,0
120,0,2,0,146,0,0,0,0,0,54,0
121,0,2,0,146,0,0,0,0,0,54,0
122,0,2,0,146,0,0,0,0,0,54,0
123,0,2,0,146,0,0,0,0,0,54,0
124,0,2,0,146,0,0,0,0,0,54,0
125,0,2,0,146,0,0,0,0,0,54,0
126,0,2,0,146,0,0,0,0,0,54,0
127,0,2,0,146,0,0,0,0,0,54,0
128,0,2,0,146,0,0,0,0,0,54,0
129,0,2,0,146,0,0,0,0,0,54,0
130,0,2,0,146,0,0,0,0,0,54,0
131,0,2,0,146,0,0,0,0,0,54,0
132,0,2,0,146,0,0,0,0,0,54,0
133,0,2,0,146,0,0,0,0,0,54,0
134,0,2,0,146,0,0,0,0,0,54,0
135,0,2,0,146,0,0,0,0,0,54,0
136,0,2,0,146,0,0,0,0,0,54,0
137,0,2,0,146,0,0,0,0,0,54,0
138,0,2,0,146,0,0,0,0,0,54,0
139,0,2,0,146,0,0,0,0,0,54,0
140,0,2,0,146,0,0,0,0,0,54,0
141,0,2,0,146,0,0,0,0,0,54,0
142,0,2,0,146,0,0,0,0,0,54,0
