WorldTime,FullStateCount,StatesWithNoTarget,AgentsWithNoTargetState,AllInTargetAgents,InTargetAgentsInThisTime,UpdatedNextStatesOfAgents,SuccessTravelToGoToNeighbor,FailedTravelToGoToNeighbor,RandomTravelToNeighbors,TotalTravelToNeighbor
0,0,0,0,12,90,488,86,0,402,488
1,0,0,0,102,60,398,118,0,280,398
2,0,0,0,162,74,338,123,0,215,338
3,0,0,0,236,44,264,97,0,167,264
4,0,0,0,280,28,220,49,0,171,220,
5,0,0,0,308,16,192,53,0,139,192,
6,0,0,0,324,15,176,33,0,143,176,
7,0,0,0,339,7,161,39,0,122,161,
8,0,0,0,346,6,154,32,0,122,154,
9,0,0,0,352,6,148,37,0,111,148,
10,0,0,0,358,7,142,26,0,116,142,
11,0,0,0,365,3,135,25,0,110,135,
12,0,0,0,368,3,132,22,0,110,132,
13,0,0,0,371,4,129,28,0,101,129,
14,0,0,0,375,5,125,18,0,107,125,
15,0,0,0,380,3,120,30,0,90,120,
16,0,0,0,383,3,117,18,0,99,117,
17,0,0,0,386,3,114,29,0,85,114,
18,0,0,0,389,2,111,21,0,90,111,
