# Simulation report. 
# Date: 1400/03/05 00:35:39
WorldTime,FullStateCount,StatesWithNoTarget,AgentsWithNoTargetState,AllInTargetAgents,InTargetAgentsInThisTime,UpdatedNextStatesOfAgents,SuccessTravelToGoToNeighbor,FailedTravelToGoToNeighbor,RandomTravelToNeighbors,AgentsInPitfall,TotalTravelToNeighbor
0,0,2,0,0,45,200,50,0,150,0,200
1,0,2,0,45,25,147,47,0,100,8,147
2,0,2,0,70,27,118,45,0,74,11,119
3,0,2,0,97,17,89,32,0,57,14,89
4,0,2,0,114,9,69,25,0,44,17,69
5,0,2,0,123,4,57,14,0,44,19,58
6,0,2,0,127,2,51,8,0,43,22,51
7,0,2,0,129,2,46,9,0,37,25,46
8,0,2,0,131,0,43,11,0,32,26,43
9,0,2,0,131,1,43,9,0,34,26,43
10,0,2,0,132,1,40,8,0,32,28,40
11,0,2,0,133,2,38,5,0,33,29,38
12,0,2,0,135,1,33,11,0,22,32,33
13,0,2,0,136,1,31,1,0,30,33,31
14,0,2,0,137,0,25,5,0,20,38,25
15,0,2,0,137,0,25,1,0,24,38,25
16,0,2,0,137,1,25,5,0,20,38,25
17,0,2,0,138,0,20,6,0,14,42,20
18,0,2,0,138,2,20,1,0,19,42,20
19,0,2,0,140,1,15,5,0,10,45,15
20,0,2,0,141,0,13,2,0,11,46,13
21,0,2,0,141,0,12,5,0,7,47,12
22,0,2,0,141,0,12,3,0,9,47,12
23,0,2,0,141,0,11,0,0,11,48,11
24,0,2,0,141,0,11,2,0,9,48,11
25,0,2,0,141,0,11,2,0,9,48,11
26,0,2,0,141,0,11,2,0,9,48,11
27,0,2,0,141,0,11,3,0,8,48,11
28,0,2,0,141,2,10,2,0,8,49,10
29,0,2,0,143,1,8,1,0,7,49,8
30,0,2,0,144,0,7,1,0,6,49,7
31,0,2,0,144,0,7,2,0,5,49,7
32,0,2,0,144,0,7,1,0,6,49,7
33,0,2,0,144,1,7,0,0,7,49,7
34,0,2,0,145,1,6,2,0,4,49,6
35,0,2,0,146,0,4,0,0,4,50,4
36,0,2,0,146,0,4,1,0,3,50,4
37,0,2,0,146,0,4,1,0,3,50,4
38,0,2,0,146,0,4,0,0,4,50,4
39,0,2,0,146,0,4,0,0,4,50,4
40,0,2,0,146,0,4,0,0,4,50,4
41,0,2,0,146,0,4,0,0,4,50,4
42,0,2,0,146,1,4,0,0,4,50,4
43,0,2,0,147,0,3,0,0,3,50,3
44,0,2,0,147,0,3,1,0,2,50,3
45,0,2,0,147,0,3,1,0,2,50,3
46,0,2,0,147,0,3,0,0,3,50,3
47,0,2,0,147,0,3,1,0,2,50,3
48,0,2,0,147,1,3,1,0,2,50,3
49,0,2,0,148,0,2,1,0,1,50,2
50,0,2,0,148,0,2,1,0,1,50,2
