# Simulation report. 
# Date: 1400/03/05 00:25:40
WorldTime,FullStateCount,StatesWithNoTarget,AgentsWithNoTargetState,AllInTargetAgents,InTargetAgentsInThisTime,UpdatedNextStatesOfAgents,SuccessTravelToGoToNeighbor,FailedTravelToGoToNeighbor,RandomTravelToNeighbors,AgentsInPitfall,TotalTravelToNeighbor
0,0,2,0,0,44,200,50,0,150,0,200
1,0,2,0,44,23,150,50,0,100,6,150
2,0,2,0,67,33,122,53,0,71,9,124
3,0,2,0,100,25,89,35,0,54,11,89
4,0,2,0,125,7,60,16,0,44,15,60
5,0,2,0,132,1,51,10,0,41,17,51
6,0,2,0,133,0,48,13,0,35,19,48
7,0,2,0,133,1,47,6,0,41,20,47
8,0,2,0,134,1,46,4,0,42,20,46
9,0,2,0,135,2,43,8,0,35,22,43
10,0,2,0,137,1,37,6,0,31,26,37
11,0,2,0,138,1,34,5,0,29,28,34
12,0,2,0,139,1,33,4,0,29,28,33
13,0,2,0,140,1,29,5,0,24,31,29
14,0,2,0,141,1,28,5,0,23,31,28
15,0,2,0,142,0,24,3,0,21,34,24
16,0,2,0,142,1,23,1,0,22,35,23
17,0,2,0,143,1,21,2,0,19,36,21
18,0,2,0,144,0,20,3,0,17,36,20
19,0,2,0,144,0,18,2,0,16,38,18
20,0,2,0,144,0,16,4,0,12,40,16
21,0,2,0,144,1,16,2,0,14,40,16
22,0,2,0,145,1,13,4,0,9,42,13
23,0,2,0,146,1,11,1,0,10,43,11
24,0,2,0,147,0,9,1,0,8,44,9
25,0,2,0,147,0,7,0,0,7,46,7
26,0,2,0,147,0,7,0,0,7,46,7
27,0,2,0,147,0,7,1,0,6,46,7
28,0,2,0,147,0,7,1,0,6,46,7
29,0,2,0,147,0,7,2,0,5,46,7
30,0,2,0,147,0,7,0,0,7,46,7
31,0,2,0,147,1,7,0,0,7,46,7
32,0,2,0,148,0,6,3,0,3,46,6
33,0,2,0,148,1,6,1,0,5,46,6
34,0,2,0,149,0,5,0,0,5,46,5
35,0,2,0,149,0,5,0,0,5,46,5
36,0,2,0,149,0,5,1,0,4,46,5
37,0,2,0,149,0,5,2,0,3,46,5
38,0,2,0,149,0,5,1,0,4,46,5
39,0,2,0,149,1,4,2,0,2,47,4
40,0,2,0,150,0,3,0,0,3,47,3
41,0,2,0,150,1,2,1,0,1,48,2
