# Simulation report. 
# Date: 1400/03/04 23:47:32
WorldTime,FullStateCount,StatesWithNoTarget,AgentsWithNoTargetState,AllInTargetAgents,InTargetAgentsInThisTime,UpdatedNextStatesOfAgents,SuccessTravelToGoToNeighbor,FailedTravelToGoToNeighbor,RandomTravelToNeighbors,AgentsInPitfall,TotalTravelToNeighbor
0,0,2,0,0,44,200,50,0,150,0,200
1,0,2,0,44,30,149,56,0,93,7,149
2,0,2,0,74,29,116,52,0,64,10,116
3,0,2,0,103,11,81,28,0,55,14,83
4,0,2,0,114,8,70,21,0,49,16,70
5,0,2,0,122,4,57,14,0,43,21,57
6,0,2,0,126,3,51,13,0,38,23,51
7,0,2,0,129,3,46,19,0,27,25,46
8,0,2,0,132,3,42,8,0,34,26,42
9,0,2,0,135,1,37,10,0,27,28,37
10,0,2,0,136,1,35,7,0,28,29,35
11,0,2,0,137,1,32,6,0,26,31,32
12,0,2,0,138,3,29,4,0,25,33,29
13,0,2,0,141,1,25,5,0,20,34,25
14,0,2,0,142,2,24,4,0,20,34,24
15,0,2,0,144,0,22,6,0,16,34,22
16,0,2,0,144,0,22,6,0,16,34,22
17,0,2,0,144,0,22,8,0,14,34,22
18,0,2,0,144,1,22,5,0,17,34,22
19,0,2,0,145,1,21,5,0,16,34,21
20,0,2,0,146,0,20,5,0,15,34,20
21,0,2,0,146,3,20,5,0,15,34,20
22,0,2,0,149,1,17,4,0,13,34,17
23,0,2,0,150,1,16,1,0,15,34,16
24,0,2,0,151,0,15,4,0,11,34,15
25,0,2,0,151,2,15,3,0,12,34,15
26,0,2,0,153,0,11,2,0,9,36,11
27,0,2,0,153,0,11,3,0,8,36,11
28,0,2,0,153,0,11,2,0,9,36,11
29,0,2,0,153,0,11,5,0,6,36,11
30,0,2,0,153,1,11,3,0,8,36,11
31,0,2,0,154,1,10,2,0,8,36,10
32,0,2,0,155,0,8,0,0,8,37,8
33,0,2,0,155,0,7,3,0,4,38,7
34,0,2,0,155,0,7,1,0,6,38,7
35,0,2,0,155,1,7,1,0,6,38,7
36,0,2,0,156,0,5,1,0,4,39,5
37,0,2,0,156,0,4,2,0,2,40,4
38,0,2,0,156,0,4,2,0,2,40,4
39,0,2,0,156,1,4,1,0,3,40,4
40,0,2,0,157,0,3,1,0,2,40,3
41,0,2,0,157,0,3,0,0,3,40,3
42,0,2,0,157,0,2,0,0,2,41,2
43,0,2,0,157,0,2,0,0,2,41,2
44,0,2,0,157,0,2,0,0,2,41,2
45,0,2,0,157,0,2,0,0,2,41,2
46,0,2,0,157,0,2,0,0,2,41,2
47,0,2,0,157,0,2,1,0,1,41,2
48,0,2,0,157,1,2,1,0,1,41,2
49,0,2,0,158,0,1,0,0,1,41,1
50,0,2,0,158,0,1,0,0,1,41,1
51,0,2,0,158,0,1,0,0,1,41,1
52,0,2,0,158,0,1,0,0,1,41,1
53,0,2,0,158,0,1,0,0,1,41,1
54,0,2,0,158,0,1,0,0,1,41,1
55,0,2,0,158,0,1,0,0,1,41,1
56,0,2,0,158,0,1,0,0,1,41,1
57,0,2,0,158,0,1,0,0,1,41,1
58,0,2,0,158,0,1,0,0,1,41,1
59,0,2,0,158,0,1,0,0,1,41,1
60,0,2,0,158,0,1,1,0,0,41,1
61,0,2,0,158,0,1,0,0,1,41,1
62,0,2,0,158,0,1,1,0,0,41,1
63,0,2,0,158,0,1,0,0,1,41,1
64,0,2,0,158,0,0,0,0,0,42,0
65,0,2,0,158,0,0,0,0,0,42,0
66,0,2,0,158,0,0,0,0,0,42,0
67,0,2,0,158,0,0,0,0,0,42,0
68,0,2,0,158,0,0,0,0,0,42,0
69,0,2,0,158,0,0,0,0,0,42,0
70,0,2,0,158,0,0,0,0,0,42,0
71,0,2,0,158,0,0,0,0,0,42,0
72,0,2,0,158,0,0,0,0,0,42,0
73,0,2,0,158,0,0,0,0,0,42,0
74,0,2,0,158,0,0,0,0,0,42,0
75,0,2,0,158,0,0,0,0,0,42,0
76,0,2,0,158,0,0,0,0,0,42,0
77,0,2,0,158,0,0,0,0,0,42,0
78,0,2,0,158,0,0,0,0,0,42,0
79,0,2,0,158,0,0,0,0,0,42,0
80,0,2,0,158,0,0,0,0,0,42,0
81,0,2,0,158,0,0,0,0,0,42,0
82,0,2,0,158,0,0,0,0,0,42,0
83,0,2,0,158,0,0,0,0,0,42,0
84,0,2,0,158,0,0,0,0,0,42,0
85,0,2,0,158,0,0,0,0,0,42,0
86,0,2,0,158,0,0,0,0,0,42,0
87,0,2,0,158,0,0,0,0,0,42,0
88,0,2,0,158,0,0,0,0,0,42,0
89,0,2,0,158,0,0,0,0,0,42,0
90,0,2,0,158,0,0,0,0,0,42,0
91,0,2,0,158,0,0,0,0,0,42,0
92,0,2,0,158,0,0,0,0,0,42,0
93,0,2,0,158,0,0,0,0,0,42,0
94,0,2,0,158,0,0,0,0,0,42,0
95,0,2,0,158,0,0,0,0,0,42,0
96,0,2,0,158,0,0,0,0,0,42,0
97,0,2,0,158,0,0,0,0,0,42,0
98,0,2,0,158,0,0,0,0,0,42,0
99,0,2,0,158,0,0,0,0,0,42,0
100,0,2,0,158,0,0,0,0,0,42,0
101,0,2,0,158,0,0,0,0,0,42,0
102,0,2,0,158,0,0,0,0,0,42,0
103,0,2,0,158,0,0,0,0,0,42,0
104,0,2,0,158,0,0,0,0,0,42,0
105,0,2,0,158,0,0,0,0,0,42,0
106,0,2,0,158,0,0,0,0,0,42,0
107,0,2,0,158,0,0,0,0,0,42,0
108,0,2,0,158,0,0,0,0,0,42,0
109,0,2,0,158,0,0,0,0,0,42,0
110,0,2,0,158,0,0,0,0,0,42,0
111,0,2,0,158,0,0,0,0,0,42,0
112,0,2,0,158,0,0,0,0,0,42,0
113,0,2,0,158,0,0,0,0,0,42,0
114,0,2,0,158,0,0,0,0,0,42,0
115,0,2,0,158,0,0,0,0,0,42,0
116,0,2,0,158,0,0,0,0,0,42,0
