# Simulation report. 
# Date: 1400/03/05 00:30:32
WorldTime,FullStateCount,StatesWithNoTarget,AgentsWithNoTargetState,AllInTargetAgents,InTargetAgentsInThisTime,UpdatedNextStatesOfAgents,SuccessTravelToGoToNeighbor,FailedTravelToGoToNeighbor,RandomTravelToNeighbors,AgentsInPitfall,TotalTravelToNeighbor
0,0,2,0,0,43,200,50,0,150,0,200
1,0,2,0,43,32,147,56,0,91,10,147
2,0,2,0,75,25,111,39,0,72,14,111
3,0,2,0,100,14,83,27,0,56,17,83
4,0,2,0,114,8,66,21,0,45,20,66
5,0,2,0,122,5,53,8,0,45,25,53
6,0,2,0,127,1,44,13,0,31,29,44
7,0,2,0,128,3,41,6,0,35,31,41
8,0,2,0,131,0,35,11,0,24,34,35
9,0,2,0,131,2,34,8,0,26,35,34
10,0,2,0,133,2,30,5,0,25,37,30
11,0,2,0,135,2,27,8,0,19,38,27
12,0,2,0,137,1,25,3,0,22,38,25
13,0,2,0,138,1,22,9,0,13,40,22
14,0,2,0,139,1,20,3,0,17,41,20
15,0,2,0,140,1,16,3,0,13,44,16
16,0,2,0,141,0,12,1,0,11,47,12
17,0,2,0,141,1,12,2,0,10,47,12
18,0,2,0,142,0,9,1,0,8,49,9
19,0,2,0,142,1,9,4,0,5,49,9
20,0,2,0,143,0,8,1,0,7,49,8
21,0,2,0,143,0,7,1,0,6,50,7
22,0,2,0,143,0,7,0,0,7,50,7
23,0,2,0,143,0,5,2,0,3,52,5
24,0,2,0,143,2,5,0,0,5,52,5
25,0,2,0,145,0,3,3,0,0,52,3
26,0,2,0,145,0,3,0,0,3,52,3
27,0,2,0,145,0,2,1,0,1,53,2
28,0,2,0,145,1,2,0,0,2,53,2
29,0,2,0,146,0,1,0,0,1,53,1
30,0,2,0,146,0,1,0,0,1,53,1
31,0,2,0,146,0,1,1,0,0,53,1
32,0,2,0,146,0,1,0,0,1,53,1
33,0,2,0,146,0,1,0,0,1,53,1
34,0,2,0,146,0,1,0,0,1,53,1
35,0,2,0,146,0,1,0,0,1,53,1
36,0,2,0,146,0,1,0,0,1,53,1
37,0,2,0,146,0,1,0,0,1,53,1
38,0,2,0,146,0,1,0,0,1,53,1
39,0,2,0,146,0,1,1,0,0,53,1
40,0,2,0,146,0,1,0,0,1,53,1
41,0,2,0,146,0,1,0,0,1,53,1
42,0,2,0,146,0,1,0,0,1,53,1
43,0,2,0,146,0,1,1,0,0,53,1
44,0,2,0,146,0,1,0,0,1,53,1
45,0,2,0,146,0,1,0,0,1,53,1
46,0,2,0,146,0,1,0,0,1,53,1
47,0,2,0,146,0,1,0,0,1,53,1
48,0,2,0,146,0,1,1,0,0,53,1
49,0,2,0,146,1,1,0,0,1,53,1
50,0,2,0,147,0,0,0,0,0,53,0
51,0,2,0,147,0,0,0,0,0,53,0
52,0,2,0,147,0,0,0,0,0,53,0
53,0,2,0,147,0,0,0,0,0,53,0
54,0,2,0,147,0,0,0,0,0,53,0
55,0,2,0,147,0,0,0,0,0,53,0
56,0,2,0,147,0,0,0,0,0,53,0
